feature_vector,video_path,label
[[0.16373032 0.14415435 0.08765396 ... 0.07620803 0.05611458 0.21306916]],some_videos_sample_clips/bowling/2phNrWXkOQ0/clip_0007.mp4,normal
[[0.15719156 0.1710182  0.07896959 ... 0.07096434 0.16714036 0.07119333]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0006.mp4,normal
[[0.04773635 0.20302919 0.06220756 ... 0.10673635 0.25224835 0.11332462]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0002.mp4,normal
[[0.12416045 0.20365    0.23502174 ... 0.08022512 0.21284957 0.15518884]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0011.mp4,normal
[[0.01096082 0.078845   0.12344048 ... 0.03631844 0.22808957 0.09213499]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0003.mp4,normal
[[0.1077534  0.24179141 0.11377861 ... 0.12187698 0.36803818 0.10825326]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0000.mp4,normal
[[0.12959719 0.24696393 0.12273467 ... 0.02825677 0.12090409 0.08407685]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0009.mp4,normal
[[0.03752976 0.2573986  0.05617926 ... 0.08868242 0.33703882 0.2004882 ]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0010.mp4,normal
[[0.00513065 0.19040646 0.11390032 ... 0.13513747 0.6051918  0.20823398]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0001.mp4,normal
[[0.0417744  0.2566486  0.10313825 ... 0.18335865 0.25577798 0.29566678]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0004.mp4,normal
[[0.06283822 0.2619299  0.20464168 ... 0.11678439 0.         0.27882388]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0005.mp4,normal
[[0.09353758 0.         0.05409721 ... 0.0307102  0.40324423 0.26087436]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0008.mp4,normal
[[0.18735579 0.2810328  0.18200067 ... 0.02562058 0.1959786  0.07738886]],some_videos_sample_clips/bowling/IXolFhbaaLg/clip_0007.mp4,normal
[[0.04749169 0.23259833 0.07738878 ... 0.06726817 0.25867254 0.18174456]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0006.mp4,normal
[[0.19224156 0.18610658 0.04039475 ... 0.05493985 0.30411786 0.09824019]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0002.mp4,normal
[[0.18738906 0.05041197 0.0846312  ... 0.1897017  0.15221241 0.1714134 ]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0011.mp4,normal
[[0.17248082 0.08634946 0.02930332 ... 0.06760307 0.38124475 0.08069468]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0012.mp4,normal
[[0.3139038  0.22183084 0.04896425 ... 0.1054334  0.22210972 0.22893348]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0014.mp4,normal
[[0.         0.1721704  0.05498296 ... 0.07203298 0.19185916 0.19653957]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0003.mp4,normal
[[0.39954525 0.3482487  0.0885996  ... 0.05810494 0.31818235 0.16876891]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0000.mp4,normal
[[0.31235155 0.15835807 0.05786833 ... 0.14389418 0.2986376  0.06573715]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0009.mp4,normal
[[0.09783142 0.24243198 0.06043167 ... 0.17384076 0.10324025 0.04097941]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0013.mp4,normal
[[0.21945658 0.13879812 0.08409577 ... 0.14224868 0.497766   0.20551527]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0010.mp4,normal
[[0.3160547  0.11645359 0.10753489 ... 0.03104179 0.34654722 0.24602364]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0001.mp4,normal
[[0.22763494 0.31748497 0.08143448 ... 0.1879926  0.22922741 0.15418202]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0004.mp4,normal
[[0.2037286  0.12298172 0.06221396 ... 0.12322625 0.20309034 0.0869626 ]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0005.mp4,normal
[[0.27380916 0.13566461 0.08443252 ... 0.15095995 0.19561796 0.14412509]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0008.mp4,normal
[[0.34370747 0.22290294 0.06955824 ... 0.01246282 0.260485   0.19116068]],some_videos_sample_clips/riding mechanical bull/Znnd2EcFUwc/clip_0007.mp4,normal
[[0.01842964 0.35103098 0.10130181 ... 0.13544193 0.15716438 0.16576435]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0006.mp4,normal
[[0.12070574 0.42833614 0.19026761 ... 0.17501621 0.18943755 0.1924241 ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0002.mp4,normal
[[0.26229227 0.23028508 0.06195135 ... 0.08105385 0.23248339 0.32802916]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0011.mp4,normal
[[0.18225308 0.22051175 0.14220034 ... 0.15269475 0.39839247 0.0867949 ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0017.mp4,normal
[[0.1500799  0.44833112 0.03159493 ... 0.11045282 0.13991764 0.2307014 ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0012.mp4,normal
[[0.30949426 0.3881311  0.07427482 ... 0.25348106 0.2250428  0.13498917]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0014.mp4,normal
[[0.17765974 0.05598349 0.1358252  ... 0.25339198 0.         0.3042014 ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0003.mp4,normal
[[0.16443501 0.32008252 0.06191276 ... 0.22633429 0.33180472 0.26265326]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0000.mp4,normal
[[0.21459416 0.15594427 0.12781085 ... 0.20910227 0.41442272 0.18384032]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0015.mp4,normal
[[0.15762484 0.21715374 0.10849758 ... 0.18798281 0.2733396  0.31002104]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0009.mp4,normal
[[0.11573354 0.37855354 0.10862895 ... 0.28950712 0.1881794  0.07715528]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0013.mp4,normal
[[0.13799211 0.24348235 0.18999477 ... 0.2790114  0.1455863  0.3753182 ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0010.mp4,normal
[[0.16345643 0.07371096 0.05162236 ... 0.         0.07315763 0.15021636]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0001.mp4,normal
[[0.05488148 0.40123683 0.1455379  ... 0.08221174 0.17020495 0.2641498 ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0004.mp4,normal
[[0.26410648 0.29506835 0.07834615 ... 0.01618203 0.         0.1514669 ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0016.mp4,normal
[[0.12290797 0.30115318 0.0234552  ... 0.10857854 0.         0.        ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0005.mp4,normal
[[0.13830143 0.2189189  0.10757788 ... 0.35928884 0.5124056  0.        ]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0008.mp4,normal
[[0.128596   0.21139205 0.15119289 ... 0.23960125 0.13045499 0.16532241]],some_videos_sample_clips/riding mechanical bull/C9IrLnXEYc8/clip_0007.mp4,normal
[[0.05340886 0.09485029 0.15087932 ... 0.03480538 0.54624593 0.18130136]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0006.mp4,normal
[[0.21835661 0.25200525 0.10775752 ... 0.21030982 0.26040202 0.12397728]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0002.mp4,normal
[[0.14959025 0.15651794 0.3334372  ... 0.19807148 0.2602377  0.21139555]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0003.mp4,normal
[[0.03313047 0.11671295 0.04082515 ... 0.20345567 0.16399342 0.14533225]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0000.mp4,normal
[[0.18956433 0.1850062  0.09243142 ... 0.10003096 0.10312913 0.2566079 ]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0009.mp4,normal
[[0.11766932 0.24883464 0.29000387 ... 0.09074453 0.26805043 0.2846237 ]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0010.mp4,normal
[[0.02580178 0.2066137  0.15370326 ... 0.21280132 0.20687246 0.06188489]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0001.mp4,normal
[[0.1234019  0.0260516  0.07152932 ... 0.21558467 0.11465166 0.28028664]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0004.mp4,normal
[[0.0769683  0.10547959 0.06308666 ... 0.10832115 0.3369449  0.12626086]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0005.mp4,normal
[[0.0360269  0.23627475 0.12952028 ... 0.11374395 0.17380157 0.12097774]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0008.mp4,normal
[[0.10822288 0.17182119 0.14844485 ... 0.11125608 0.70125026 0.15751083]],some_videos_sample_clips/riding mechanical bull/tthCKysG__w/clip_0007.mp4,normal
[[0.11289094 0.15006052 0.10595267 ... 0.12881726 0.16294847 0.16431716]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0006.mp4,normal
[[0.16034754 0.36770216 0.19957843 ... 0.0283023  0.         0.18783335]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0002.mp4,normal
[[0.17281844 0.3793738  0.08936169 ... 0.0768641  0.         0.15330577]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0011.mp4,normal
[[0.2093288  0.27570626 0.12820338 ... 0.08560017 0.29169807 0.24627209]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0017.mp4,normal
[[0.18464047 0.2624869  0.14344524 ... 0.12026598 0.         0.24256265]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0012.mp4,normal
[[0.19170654 0.21120656 0.22295776 ... 0.16868328 0.44961283 0.29231152]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0014.mp4,normal
[[0.14352167 0.29038912 0.0521609  ... 0.06461981 0.22065511 0.2186737 ]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0003.mp4,normal
[[0.22295657 0.1753615  0.         ... 0.18683626 0.11878163 0.22390448]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0000.mp4,normal
[[0.21771677 0.1666315  0.13585922 ... 0.16666408 0.25990567 0.10169078]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0015.mp4,normal
[[0.2062855  0.25667906 0.3531078  ... 0.1087535  0.11388566 0.2322406 ]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0009.mp4,normal
[[0.01050539 0.30370378 0.1822795  ... 0.0610448  0.1934297  0.11855292]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0013.mp4,normal
[[0.18490283 0.33950636 0.18507779 ... 0.12309133 0.17317355 0.13124366]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0010.mp4,normal
[[0.10120688 0.34171036 0.06699155 ... 0.12970309 0.17822441 0.07854039]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0001.mp4,normal
[[0.2075376  0.2871     0.29446217 ... 0.11204524 0.17556511 0.08963221]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0004.mp4,normal
[[0.03503418 0.21493085 0.3182999  ... 0.07205669 0.10954615 0.19235627]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0016.mp4,normal
[[0.2558552  0.10009515 0.23713008 ... 0.06092155 0.17100929 0.05420354]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0005.mp4,normal
[[0.0450373  0.44253626 0.06861892 ... 0.05808419 0.262155   0.18124314]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0008.mp4,normal
[[0.10527807 0.19443807 0.23497365 ... 0.19591649 0.         0.16542251]],some_videos_sample_clips/riding mechanical bull/wlikTipWOu4/clip_0007.mp4,normal
[[0.08678243 0.22045222 0.0882429  ... 0.14813805 0.12258961 0.21066502]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0006.mp4,normal
[[0.1750178  0.18385272 0.12911348 ... 0.13835993 0.340672   0.146553  ]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0002.mp4,normal
[[0.10268319 0.30415902 0.08690942 ... 0.06459121 0.21272044 0.2238915 ]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0011.mp4,normal
[[0.11738373 0.22889808 0.08448114 ... 0.10811231 0.15275891 0.08765561]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0017.mp4,normal
[[0.12933177 0.2320516  0.05095133 ... 0.04173654 0.20073108 0.18831779]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0012.mp4,normal
[[0.05254874 0.15321092 0.05658586 ... 0.13268037 0.06539226 0.03583463]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0014.mp4,normal
[[0.0453949  0.07314377 0.03977733 ... 0.1355224  0.45979053 0.35446173]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0003.mp4,normal
[[0.1811051  0.24594174 0.11057229 ... 0.12206677 0.35670993 0.36926994]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0000.mp4,normal
[[0.13225359 0.15788312 0.14441115 ... 0.         0.26351652 0.09639466]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0015.mp4,normal
[[0.07176665 0.         0.08081174 ... 0.17256175 0.17078732 0.06279918]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0009.mp4,normal
[[0.12410406 0.2558001  0.10101638 ... 0.32415393 0.         0.19356422]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0013.mp4,normal
[[0.16849057 0.1808742  0.10452618 ... 0.17167687 0.         0.07876381]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0010.mp4,normal
[[0.11286306 0.35886297 0.09542409 ... 0.10391445 0.17738457 0.3010273 ]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0001.mp4,normal
[[0.26200515 0.2795628  0.0979242  ... 0.09909048 0.20212603 0.14311634]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0004.mp4,normal
[[0.12866186 0.1452643  0.         ... 0.07141562 0.37304568 0.1514341 ]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0016.mp4,normal
[[0.11898748 0.05192519 0.01795318 ... 0.12934878 0.31240702 0.08562905]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0005.mp4,normal
[[0.27602407 0.13477984 0.07551888 ... 0.21318789 0.09255915 0.09800702]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0008.mp4,normal
[[0.08867174 0.21938698 0.04610528 ... 0.15327343 0.21927555 0.12066894]],some_videos_sample_clips/riding mechanical bull/PjW3mSOjim8/clip_0007.mp4,normal
[[0.13464478 0.07955403 0.20150772 ... 0.04791465 0.07535087 0.09530027]],some_videos_sample_clips/riding mechanical bull/VftRU5JKqtI/clip_0006.mp4,normal
[[0.0620274  0.250046   0.10571038 ... 0.22721152 0.15854825 0.08154114]],some_videos_sample_clips/riding mechanical bull/VftRU5JKqtI/clip_0002.mp4,normal
[[0.11429157 0.25101256 0.11951187 ... 0.04190988 0.20511714 0.19527487]],some_videos_sample_clips/riding mechanical bull/VftRU5JKqtI/clip_0003.mp4,normal
[[0.21024695 0.2694088  0.04136761 ... 0.10850837 0.2951561  0.10496406]],some_videos_sample_clips/riding mechanical bull/VftRU5JKqtI/clip_0000.mp4,normal
[[0.262475   0.12754913 0.1109848  ... 0.02600451 0.08283905 0.15650888]],some_videos_sample_clips/riding mechanical bull/VftRU5JKqtI/clip_0001.mp4,normal
[[0.2546783  0.25665227 0.05222222 ... 0.09365311 0.1521085  0.03906984]],some_videos_sample_clips/riding mechanical bull/VftRU5JKqtI/clip_0004.mp4,normal
[[0.070379   0.32969257 0.23645775 ... 0.15821353 0.2165566  0.        ]],some_videos_sample_clips/riding mechanical bull/VftRU5JKqtI/clip_0005.mp4,normal
[[0.45800644 0.28238368 0.27062058 ... 0.04467527 0.10591545 0.14785568]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0006.mp4,normal
[[0.13393171 0.18851545 0.14819038 ... 0.05695331 0.15345898 0.15334408]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0002.mp4,normal
[[0.12849121 0.10779597 0.13227634 ... 0.07240871 0.2505002  0.26428166]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0011.mp4,normal
[[0.20331363 0.29832226 0.01926211 ... 0.14687774 0.23338075 0.28810596]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0017.mp4,normal
[[0.3086198  0.1666795  0.20233952 ... 0.05248291 0.0515423  0.18849644]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0012.mp4,normal
[[0.08860975 0.14761831 0.14188063 ... 0.00953254 0.09421218 0.28126082]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0014.mp4,normal
[[0.39425024 0.34640008 0.18565045 ... 0.03418095 0.18175414 0.        ]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0003.mp4,normal
[[0.2481428  0.41497025 0.28550658 ... 0.12511055 0.04244881 0.28871393]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0000.mp4,normal
[[0.         0.35643885 0.38040367 ... 0.12949152 0.         0.29005584]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0015.mp4,normal
[[0.56840277 0.09747096 0.2157607  ... 0.02729491 0.17423606 0.17378779]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0009.mp4,normal
[[0.11535438 0.18311937 0.17236863 ... 0.20743294 0.01259897 0.16861878]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0013.mp4,normal
[[0.2702405  0.31780902 0.12301081 ... 0.03071787 0.22318807 0.1668964 ]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0010.mp4,normal
[[0.5109952  0.2280052  0.0987923  ... 0.11241826 0.13744375 0.14743648]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0001.mp4,normal
[[0.2305161  0.22803716 0.09657987 ... 0.10629574 0.09449374 0.36250702]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0004.mp4,normal
[[0.14706498 0.5270278  0.14723594 ... 0.12800476 0.09886964 0.22608013]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0016.mp4,normal
[[0.         0.26249394 0.16092303 ... 0.08719449 0.11986973 0.18121254]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0005.mp4,normal
[[0.1713199  0.11389051 0.16222684 ... 0.18919949 0.1145668  0.26987153]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0008.mp4,normal
[[0.11281786 0.14333408 0.12192748 ... 0.09966987 0.14745986 0.22495507]],some_videos_sample_clips/riding mechanical bull/2I-2N_0l6tY/clip_0007.mp4,normal
[[0.06792247 0.33739224 0.10026588 ... 0.16897857 0.18910877 0.43371105]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0006.mp4,normal
[[0.04822346 0.3367682  0.09084252 ... 0.1943771  0.09369578 0.4729343 ]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0002.mp4,normal
[[0.14219807 0.2367059  0.08367196 ... 0.27450034 0.28140876 0.52064705]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0003.mp4,normal
[[0.10638352 0.35389027 0.1476163  ... 0.30409727 0.24445944 0.13604802]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0000.mp4,normal
[[0.09057208 0.39596483 0.10838943 ... 0.1855589  0.10313412 0.3546226 ]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0009.mp4,normal
[[0.10913747 0.20475255 0.02738087 ... 0.22113934 0.16708466 0.44806638]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0001.mp4,normal
[[0.16590184 0.15818591 0.19662052 ... 0.12349533 0.20405713 0.240376  ]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0004.mp4,normal
[[0.10738084 0.24190645 0.22211948 ... 0.2498143  0.29604656 0.1599102 ]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0005.mp4,normal
[[0.15396903 0.5301255  0.09650055 ... 0.22114778 0.25082517 0.38825583]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0008.mp4,normal
[[0.10218095 0.18351604 0.12032922 ... 0.0791802  0.28831077 0.300824  ]],some_videos_sample_clips/riding mechanical bull/nBuXCzAnHe4/clip_0007.mp4,normal
[[0.14199619 0.09028503 0.21817365 ... 0.08839293 0.4223495  0.26922545]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0006.mp4,normal
[[0.09896791 0.22514415 0.13168778 ... 0.02957483 0.08835142 0.226968  ]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0002.mp4,normal
[[0.18571487 0.13996726 0.12696207 ... 0.04395318 0.57248706 0.07503556]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0011.mp4,normal
[[0.21547751 0.22721496 0.13501273 ... 0.04537506 0.32581598 0.3798848 ]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0017.mp4,normal
[[0.16289714 0.17112911 0.04507492 ... 0.17034891 0.21715322 0.2158426 ]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0012.mp4,normal
[[0.1086138  0.1741498  0.1175524  ... 0.15276687 0.5482273  0.08289438]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0014.mp4,normal
[[0.02563384 0.11419636 0.05688931 ... 0.06120471 0.11150395 0.19982778]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0003.mp4,normal
[[0.1365916  0.1376404  0.10722299 ... 0.0650199  0.28935668 0.14699276]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0000.mp4,normal
[[0.20025742 0.05068531 0.         ... 0.06475549 0.06574654 0.10399828]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0015.mp4,normal
[[0.09221023 0.2110478  0.14055525 ... 0.20309234 0.         0.38159665]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0009.mp4,normal
[[0.15037692 0.05337336 0.13855454 ... 0.01523271 0.44603512 0.37643257]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0013.mp4,normal
[[0.12671527 0.         0.10866382 ... 0.2113022  0.2734572  0.08880665]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0010.mp4,normal
[[0.1501524  0.1687922  0.11409479 ... 0.16762905 0.25928035 0.07802502]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0001.mp4,normal
[[0.10858881 0.07108447 0.11024606 ... 0.16070603 0.11180197 0.203292  ]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0004.mp4,normal
[[0.08769807 0.03962865 0.13703327 ... 0.01362336 0.37739107 0.06502315]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0016.mp4,normal
[[0.17506807 0.06323123 0.08561818 ... 0.03359606 0.4002297  0.21129048]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0005.mp4,normal
[[0.16427438 0.15576957 0.01921732 ... 0.09504292 0.52885693 0.16399531]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0008.mp4,normal
[[0.18473747 0.22511373 0.14287618 ... 0.03590004 0.28549892 0.08134374]],some_videos_sample_clips/riding mechanical bull/I91dKEW4wDo/clip_0007.mp4,normal
[[0.14725192 0.23549794 0.07079091 ... 0.14683123 0.1241591  0.25183555]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0006.mp4,normal
[[0.1503459  0.24194859 0.35786027 ... 0.22062741 0.112374   0.24546304]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0002.mp4,normal
[[0.22142914 0.10372372 0.14259204 ... 0.03626502 0.19052064 0.1046616 ]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0011.mp4,normal
[[0.2026635  0.15528734 0.15544479 ... 0.28383306 0.04868966 0.14096981]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0017.mp4,normal
[[0.03323551 0.         0.16995561 ... 0.24234545 0.26549476 0.09981672]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0012.mp4,normal
[[0.09429689 0.15501109 0.05535806 ... 0.13218921 0.12976752 0.10882147]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0014.mp4,normal
[[0.19424172 0.07713128 0.14428079 ... 0.08748153 0.2536694  0.2836133 ]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0003.mp4,normal
[[0.1492655  0.21891265 0.15614395 ... 0.         0.27205417 0.17519093]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0000.mp4,normal
[[0.1545734  0.14689134 0.11890409 ... 0.15800469 0.3689588  0.2086287 ]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0015.mp4,normal
[[0.23846309 0.09822216 0.         ... 0.20763981 0.1801313  0.20294158]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0009.mp4,normal
[[0.07611039 0.08249535 0.08556107 ... 0.12941085 0.23803096 0.1362531 ]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0013.mp4,normal
[[0.09141209 0.10860757 0.06571537 ... 0.05536945 0.18277405 0.11817338]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0010.mp4,normal
[[0.08286452 0.04759021 0.05915443 ... 0.19952251 0.24777222 0.2642207 ]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0001.mp4,normal
[[0.34854564 0.19117676 0.15303618 ... 0.11635393 0.21740821 0.03488005]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0004.mp4,normal
[[0.14389636 0.16674508 0.29011813 ... 0.30895373 0.21917795 0.13442753]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0016.mp4,normal
[[0.03636594 0.12319739 0.15766937 ... 0.03780141 0.04495216 0.14552692]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0005.mp4,normal
[[0.09685071 0.14221382 0.19014208 ... 0.11976328 0.18276902 0.13901094]],some_videos_sample_clips/riding mechanical bull/SPyjfe_5hFU/clip_0008.mp4,normal
